,0
35,-0.7261711870275143
48,-0.991808026753042
57,0.4151995511239877
58,0.2813286296650155
61,0.19403981120631233
63,0.4436714550223429
65,-0.5078077984555786
66,-0.3099587711567755
68,-0.25762114611044684
73,0.8022095371445438
75,0.5616724633174022
76,0.5826913807657315
79,0.6519468887299402
82,-0.8069094869540451
84,0.4043514346059412
87,0.8202005439824613
89,0.62287008736782
90,-0.9644374964426966
93,0.6504300576628979
94,0.24658451286616165
95,-0.05809711771634496
98,0.39747144333748496
101,0.04255818807822774
104,0.6682558357952664
105,0.6555097180581547
106,0.6015883062073508
107,0.1622962918117589
109,0.8522684567641914
110,0.954519452624544
112,0.8585297321479988
113,-0.12799312032684373
115,-0.25916505998818445
117,-0.4135918183731069
119,-0.05756787990872006
120,-0.10320614645333938
122,-0.056443097325621625
123,0.5449529919416831
124,-0.7576073600359031
126,0.5261269459910507
127,0.3381214804918006
129,-0.5852044118672916
130,0.7218107155018082
131,-0.5664770160785276
132,-0.07433977614564731
135,-0.09862756721892978
136,-0.12748182423347473
137,0.20166779889036623
139,-0.21903704885377348
140,-0.22140636179149678
142,-0.01847049682852473
143,0.8458064850174108
145,-0.6166874629336037
147,0.4496328568826781
148,-0.43614897214861253
149,-0.031387141493171615
151,-0.9569838569137957
154,-0.4778300135588991
166,-0.30216479083319675
179,-0.5266311044053431
180,-1.4494582833363592
181,-1.3884936863468926
182,-0.805711061613256
183,-0.4255577194364022
184,-0.6082688622718507
185,0.5820067230284441
186,0.4677119021076933
187,0.47845431895104473
188,0.24274584555274056
189,0.030873688970039295
190,0.4953630988368655
191,0.06513923121054352
195,-0.7928968668491899
199,-0.7329580234733103
